sequence_id,account_id,split,seq_len,label,recon_error,anomaly_score
C1744992849,C1744992849,train,15,0.0,0.21339494,0.24292754
C1073681359,C1073681359,train,6,0.0,0.15143347,0.1651344
C2000076087,C2000076087,train,21,0.0,0.32065773,0.37759686
C169317046,C169317046,train,16,0.0,0.38050136,0.452731
C644405492,C644405492,train,5,0.0,0.09384326,0.09282942
C460129253,C460129253,train,4,0.0,0.11956131,0.12511864
C837034412,C837034412,train,17,0.0,0.23773824,0.27349076
C1213546507,C1213546507,train,19,0.0,0.22168916,0.25334102
C7794717,C7794717,train,11,0.0,0.2202044,0.25147688
C1458531571,C1458531571,train,9,0.0,0.20376846,0.23084141
C2030200418,C2030200418,train,10,0.0,0.27297673,0.31773296
C87477225,C87477225,train,4,0.0,0.07234545,0.06583875
C1488205859,C1488205859,train,3,0.0,0.050019976,0.037808925
C1721625739,C1721625739,train,6,0.0,0.21192381,0.24108052
C2027497664,C2027497664,train,32,0.0,0.39620066,0.4724416
C487524206,C487524206,train,15,0.0,0.2868053,0.33509484
C1917223805,C1917223805,train,5,0.0,0.12966935,0.13780938
C1533779681,C1533779681,train,4,0.0,0.15273486,0.16676831
C416859963,C416859963,train,5,0.0,0.1398214,0.15055534
C2145225445,C2145225445,train,8,0.0,0.2430412,0.28014866
C1539796959,C1539796959,train,15,0.0,0.310931,0.36538488
C87977140,C87977140,train,8,0.0,0.18039598,0.20149706
C784253904,C784253904,train,3,0.0,0.092523366,0.091172285
C1210968353,C1210968353,train,5,0.0,0.072111115,0.06554453
C231119426,C231119426,train,10,0.0,0.19822626,0.22388314
C1079784982,C1079784982,train,3,0.0,0.07380268,0.067668304
C168561990,C168561990,train,4,0.0,0.1375328,0.147682
C1587616934,C1587616934,train,10,0.0,0.46965086,0.56465894
C308763883,C308763883,train,19,0.0,0.2718678,0.3163407
C638840381,C638840381,train,15,0.0,0.27758616,0.32352015
C1709658993,C1709658993,train,10,0.0,0.20379782,0.23087828
C16334673,C16334673,train,10,0.0,0.35845336,0.42504957
C1248454973,C1248454973,train,10,0.0,0.18046162,0.20157948
C1743151132,C1743151132,train,7,0.0,0.20730463,0.2352811
C515524232,C515524232,train,16,0.0,0.20185003,0.2284328
C1946131214,C1946131214,train,3,0.0,0.033651397,0.017258039
C1116947845,C1116947845,train,8,0.0,0.22396283,0.2561956
C393943094,C393943094,train,10,0.0,0.2359623,0.27126104
C1928235519,C1928235519,train,15,0.0,0.37811297,0.4497324
C32010833,C32010833,train,3,0.0,0.065401666,0.057120763
C1592722117,C1592722117,train,5,0.0,0.11097001,0.1143322
C1304138887,C1304138887,train,3,0.0,0.21520646,0.24520192
C1006892110,C1006892110,train,5,0.0,0.078277536,0.073286526
C656000263,C656000263,train,11,0.0,0.2037478,0.23081547
C2142358614,C2142358614,train,50,0.0,0.34834832,0.4123626
C340271353,C340271353,train,4,0.0,0.055552166,0.044754636
C1593485612,C1593485612,train,11,0.0,0.28412953,0.3317354
C52831902,C52831902,train,9,0.0,0.28588524,0.3339397
C917217619,C917217619,train,3,0.0,0.0912115,0.08952522
C1529637044,C1529637044,train,8,0.0,0.13207078,0.14082439
C910756398,C910756398,train,35,0.0,0.30488068,0.35778865
C1921543446,C1921543446,train,5,0.0,0.11027227,0.11345618
C1000583260,C1000583260,train,7,0.0,0.15309842,0.16722476
C1459109346,C1459109346,train,24,0.0,0.28953642,0.3385238
C1570784354,C1570784354,train,5,0.0,0.15947056,0.17522503
C704110036,C704110036,train,4,0.0,0.07597859,0.070400186
C414217835,C414217835,train,7,0.0,0.22345227,0.2555546
C63817516,C63817516,train,4,0.0,0.071642525,0.06495622
C1432823561,C1432823561,train,9,0.0,0.16565451,0.18298903
C67382299,C67382299,train,3,0.0,0.08630377,0.083363526
C984977886,C984977886,train,11,0.0,0.111844085,0.1154296
C1907101876,C1907101876,train,29,0.0,0.3234677,0.3811248
C1021409155,C1021409155,train,18,0.0,0.3138778,0.3690846
C2077687307,C2077687307,train,4,0.0,0.18073885,0.20192756
C2044231354,C2044231354,train,7,0.0,0.16151455,0.17779128
C1221179630,C1221179630,train,15,0.0,0.1953713,0.22029871
C265958640,C265958640,train,4,0.0,0.07498469,0.06915233
C1842906558,C1842906558,train,4,0.0,0.24596825,0.2838236
C194441730,C194441730,train,35,0.0,0.3731841,0.44354418
C1194765336,C1194765336,train,20,0.0,0.3245418,0.38247335
C560177581,C560177581,train,11,0.0,0.16528277,0.18252231
C882140221,C882140221,train,14,0.0,0.31254873,0.36741593
C448494454,C448494454,train,3,0.0,0.10005,0.100622036
C773448182,C773448182,train,4,0.0,0.09971465,0.100201
C152232285,C152232285,train,10,0.0,0.2570858,0.29778177
C1621196563,C1621196563,train,4,0.0,0.12668239,0.1340592
C1185369489,C1185369489,train,9,0.0,0.2073075,0.23528472
C505945328,C505945328,train,5,0.0,0.1908301,0.2145972
C1575356753,C1575356753,train,13,0.0,0.18822965,0.2113323
C984306101,C984306101,train,3,0.0,0.05029025,0.038148258
C406950309,C406950309,train,9,0.0,0.28833494,0.33701533
C271885700,C271885700,train,12,0.0,0.24238497,0.27932477
C1552752682,C1552752682,train,6,0.0,0.11841141,0.12367493
C1177449981,C1177449981,train,9,0.0,0.14199105,0.15327936
C533043142,C533043142,train,7,0.0,0.10823783,0.11090192
C2066132884,C2066132884,train,11,0.0,0.15704097,0.17217466
C1147528443,C1147528443,train,9,0.0,0.20800583,0.23616147
C1269345590,C1269345590,train,6,0.0,0.17875713,0.19943948
C1301406096,C1301406096,train,30,0.0,0.27835804,0.32448924
C1697732910,C1697732910,train,13,0.0,0.21955413,0.25066045
C574156111,C574156111,train,5,0.0,0.15919076,0.17487374
C775078731,C775078731,train,4,0.0,0.11820486,0.12341561
C1724531181,C1724531181,train,13,0.0,0.32032478,0.37717885
C1384876424,C1384876424,train,3,0.0,0.09578265,0.095264345
C1617038514,C1617038514,train,5,0.0,0.13345452,0.14256167
C2033759621,C2033759621,train,18,0.0,0.36693916,0.43570358
C1803213187,C1803213187,train,8,0.0,0.14967994,0.16293284
C1352623280,C1352623280,train,22,0.0,0.3318494,0.39164808
C566895879,C566895879,train,19,0.0,0.29150966,0.3410012
C2008389984,C2008389984,train,8,0.0,0.18961145,0.21306717
C1249969466,C1249969466,train,3,0.0,0.05242531,0.040828843
C868958840,C868958840,train,25,0.0,0.24257977,0.27956933
C2110408088,C2110408088,train,4,0.0,0.4128193,0.49330646
C124041484,C124041484,train,7,0.0,0.24407688,0.28144896
C204365957,C204365957,train,6,0.0,0.09170045,0.090139106
C963552566,C963552566,train,32,0.0,0.30223197,0.35446316
C953935238,C953935238,train,8,0.0,0.18149173,0.2028728
C2098505536,C2098505536,train,3,0.0,0.09287522,0.09161404
C1713910711,C1713910711,train,16,0.0,0.27386117,0.3188434
C134262286,C134262286,train,6,0.0,0.08137658,0.077177405
C605939850,C605939850,train,6,0.0,0.088895716,0.08661774
C178174026,C178174026,train,3,0.0,0.10354626,0.10501162
C1716837879,C1716837879,train,18,0.0,0.20376211,0.23083344
C318408117,C318408117,train,18,0.0,0.30256632,0.35488296
C669020033,C669020033,train,16,0.0,0.25496855,0.29512355
C699270115,C699270115,train,5,0.0,0.12143638,0.1274728
C571725799,C571725799,train,4,0.0,0.12784454,0.13551831
C770024499,C770024499,train,11,0.0,0.22036788,0.25168213
C694316129,C694316129,train,19,0.0,0.31537253,0.37096125
C217155825,C217155825,train,9,0.0,0.19460209,0.21933296
C1544867453,C1544867453,train,3,0.0,0.056444548,0.045875028
C461400075,C461400075,train,8,0.0,0.19124888,0.21512298
C1847316863,C1847316863,train,8,0.0,0.25634757,0.2968549
C553703910,C553703910,train,7,0.0,0.23300472,0.2675478
C175684697,C175684697,train,4,0.0,0.11154225,0.11505064
C1147117952,C1147117952,train,8,0.0,0.29489446,0.34525084
C1445393198,C1445393198,train,3,0.0,0.09218228,0.09074404
C1963544763,C1963544763,train,6,0.0,0.12117363,0.12714292
C740880762,C740880762,train,9,0.0,0.23599666,0.2713042
C1836083320,C1836083320,train,11,0.0,0.2859337,0.33400056
C1398777875,C1398777875,train,3,0.0,0.087090485,0.08435126
C461226519,C461226519,train,8,0.0,0.18497922,0.20725137
C1721153001,C1721153001,train,29,0.0,0.28975314,0.3387959
C56618521,C56618521,train,18,0.0,0.3090533,0.3630274
C1724031236,C1724031236,train,33,0.0,0.29220596,0.34187543
C1063853296,C1063853296,train,9,0.0,0.25010702,0.28901985
C879385470,C879385470,train,8,0.0,0.12646124,0.13378157
C766518154,C766518154,train,7,0.0,0.15073197,0.16425365
C912360645,C912360645,train,5,0.0,0.11238318,0.11610644
C422584645,C422584645,train,8,0.0,0.21692783,0.2473631
C1644736987,C1644736987,train,6,0.0,0.14480962,0.1568181
C515713082,C515713082,train,5,0.0,0.09998961,0.10054621
C2060376740,C2060376740,train,5,0.0,0.11587103,0.12048546
C99451425,C99451425,train,26,0.0,0.36894163,0.4382177
C1333730561,C1333730561,train,19,0.0,0.32960656,0.38883218
C2019374964,C2019374964,train,5,0.0,0.14483593,0.15685114
C1048504677,C1048504677,train,10,0.0,0.22398238,0.25622016
C1987972817,C1987972817,train,22,0.0,0.36267734,0.4303528
C1579480438,C1579480438,train,10,0.0,0.20644362,0.2342001
C1654004116,C1654004116,train,3,0.0,0.09447401,0.09362133
C1715305883,C1715305883,train,13,0.0,0.23364641,0.26835343
C1789518952,C1789518952,train,3,0.0,0.10619846,0.10834148
C444585703,C444585703,train,8,0.0,0.13602471,0.14578858
C1079350414,C1079350414,train,4,0.0,0.12087731,0.1267709
C751091511,C751091511,train,19,0.0,0.2769834,0.32276338
C563823373,C563823373,train,13,0.0,0.2861561,0.33427975
C1060020553,C1060020553,train,7,0.0,0.1600397,0.17593959
C737519865,C737519865,train,17,0.0,0.26478648,0.30745006
C725275187,C725275187,train,11,0.0,0.21350788,0.24306934
C1722646807,C1722646807,train,20,0.0,0.2393307,0.2754901
C576893479,C576893479,train,8,0.0,0.28100002,0.32780626
C1925619513,C1925619513,train,3,0.0,0.04129262,0.026851658
C1629467733,C1629467733,train,8,0.0,0.36538163,0.43374807
C1284081152,C1284081152,train,5,0.0,0.09054725,0.08869125
C2122273247,C2122273247,train,9,0.0,0.1494727,0.16267264
C1191852172,C1191852172,train,5,0.0,0.15436177,0.1688109
C1549289717,C1549289717,train,16,0.0,0.2248686,0.2573328
C673802575,C673802575,train,7,0.0,0.18281564,0.20453498
C1849213436,C1849213436,train,3,0.0,0.11827095,0.12349858
C1393440682,C1393440682,train,11,0.0,0.16952607,0.1878498
C187041486,C187041486,train,6,0.0,0.29856986,0.34986535
C1208705505,C1208705505,train,9,0.0,0.12261818,0.12895657
C1324500145,C1324500145,train,19,0.0,0.30344418,0.3559851
C990463976,C990463976,train,3,0.0,0.03749461,0.022083227
C758340054,C758340054,train,9,0.0,0.13190739,0.14061925
C122310344,C122310344,train,12,0.0,0.19389385,0.21844377
C1647865145,C1647865145,train,20,0.0,0.2719251,0.31641263
C166928660,C166928660,train,6,0.0,0.10750936,0.10998732
C1869735691,C1869735691,train,13,0.0,0.24906649,0.28771347
C1535378840,C1535378840,train,3,0.0,0.058511794,0.04847047
C1682111152,C1682111152,train,12,0.0,0.2084415,0.23670845
C1879471973,C1879471973,train,15,0.0,0.2578319,0.2987185
C1016665780,C1016665780,train,22,0.0,0.30906132,0.36303747
C853222495,C853222495,train,5,0.0,0.08314352,0.07939581
C1882149308,C1882149308,train,9,0.0,0.19647044,0.22167869
C2084252767,C2084252767,train,7,0.0,0.11488091,0.11924236
C1254328172,C1254328172,train,9,0.0,0.2371374,0.2727364
C799468024,C799468024,train,3,0.0,0.05888926,0.048944384
C313528704,C313528704,train,9,0.0,0.1692989,0.1875646
C1724160094,C1724160094,train,22,0.0,0.332655,0.39265954
C1704558920,C1704558920,train,13,0.0,0.21106301,0.23999979
C1753730439,C1753730439,train,15,0.0,0.31148174,0.36607632
C293124623,C293124623,train,19,0.0,0.27834043,0.32446712
C1413450135,C1413450135,train,13,0.0,0.24865004,0.28719062
C291326461,C291326461,train,12,0.0,0.28217676,0.32928368
C1187785467,C1187785467,train,28,0.0,0.25966647,0.30102184
C639634639,C639634639,train,5,0.0,0.12431093,0.13108183
C320484198,C320484198,train,8,0.0,0.1447318,0.1567204
C374955400,C374955400,train,4,0.0,0.19436274,0.21903247
C595857403,C595857403,train,6,0.0,0.13575709,0.14545257
C1434108914,C1434108914,train,10,0.0,0.22691141,0.2598976
C884133592,C884133592,train,5,0.0,0.20506212,0.23246561
C799617630,C799617630,train,10,0.0,0.4554341,0.54680973
C441695436,C441695436,train,15,0.0,0.21412931,0.24384955
C1080711629,C1080711629,train,8,0.0,0.2619701,0.30391407
C530557410,C530557410,train,22,0.0,0.21117523,0.24014068
C1591280155,C1591280155,train,3,0.0,0.10277647,0.10404514
C1309263873,C1309263873,train,4,0.0,0.09977965,0.10028261
C1334998111,C1334998111,train,19,0.0,0.48317546,0.58163923
C1577704316,C1577704316,train,4,0.0,0.11410083,0.11826296
C349181929,C349181929,train,5,0.0,0.12317112,0.12965079
C306181600,C306181600,train,4,0.0,0.12185672,0.12800054
C987710985,C987710985,train,6,0.0,0.1798143,0.20076676
C769337193,C769337193,train,8,0.0,0.1968981,0.22221562
C191291355,C191291355,train,3,0.0,0.09404729,0.09308559
C1589423713,C1589423713,train,16,0.0,0.27728254,0.32313895
C1316879341,C1316879341,train,10,0.0,0.21831149,0.24910031
C47711715,C47711715,train,10,0.0,0.18763,0.21057944
C955278261,C955278261,train,4,0.0,0.09285114,0.0915838
C1347477310,C1347477310,train,4,0.0,0.11708541,0.122010134
C1360662822,C1360662822,train,22,0.0,0.26083022,0.30248293
C906236391,C906236391,train,6,0.0,0.23879848,0.2748219
C806404042,C806404042,train,6,0.0,0.18298276,0.2047448
C375808399,C375808399,train,8,0.0,0.46739477,0.5618264
C907357704,C907357704,train,4,0.0,0.13736778,0.14747483
C2046752675,C2046752675,train,9,0.0,0.22495814,0.25744522
C400109164,C400109164,train,5,0.0,0.122130066,0.12834373
C1188289785,C1188289785,train,4,0.0,0.13407052,0.14333507
C1709348413,C1709348413,train,18,0.0,0.2661929,0.30921584
C1286121259,C1286121259,train,4,0.0,0.077914454,0.07283067
C185084965,C185084965,train,11,0.0,0.21222731,0.24146158
C1410197777,C1410197777,train,8,0.0,0.21277863,0.24215375
C1222426724,C1222426724,train,5,0.0,0.20069757,0.22698589
C1534847955,C1534847955,train,3,0.0,0.13121895,0.1397549
C900348485,C900348485,train,32,0.0,0.3127398,0.3676558
C1669871660,C1669871660,train,11,0.0,0.30063105,0.3524532
C856555958,C856555958,train,6,0.0,0.10234752,0.103506595
C1250731849,C1250731849,train,4,0.0,0.12769689,0.13533293
C417461235,C417461235,train,6,0.0,0.15725085,0.17243817
C662420068,C662420068,train,5,0.0,0.1796816,0.20060016
C750202776,C750202776,train,8,0.0,0.2169618,0.24740577
C168928652,C168928652,train,20,0.0,0.27958986,0.3260358
C1935852127,C1935852127,train,3,0.0,0.065317154,0.05701466
C2028573438,C2028573438,train,8,0.0,0.1635445,0.1803399
C2081494407,C2081494407,train,7,0.0,0.1653335,0.182586
C1883439997,C1883439997,train,4,0.0,0.12508738,0.13205667
C2089873159,C2089873159,train,5,0.0,0.14531256,0.15744956
C500197282,C500197282,train,18,0.0,0.22190224,0.25360852
C1973734872,C1973734872,train,38,0.0,0.2524778,0.2919964
C110693254,C110693254,train,7,0.0,0.18582423,0.20831229
C1105468893,C1105468893,train,4,0.0,0.07551085,0.06981293
C987134794,C987134794,train,46,0.0,0.29205483,0.34168568
C26900368,C26900368,train,12,0.0,0.2421476,0.27902675
C1062426552,C1062426552,train,9,0.0,0.2017989,0.22836861
C265730058,C265730058,train,12,0.0,0.34608784,0.40952456
C1916414739,C1916414739,train,6,0.0,0.10429345,0.10594972
C1268655089,C1268655089,train,7,0.0,0.15259533,0.16659312
C1395959888,C1395959888,train,42,0.0,0.32906914,0.38815746
C909579560,C909579560,train,9,0.0,0.14799604,0.16081868
C691755762,C691755762,train,18,0.0,0.2537591,0.29360506
C518925894,C518925894,train,13,0.0,0.23628914,0.2716714
C724815308,C724815308,train,3,0.0,0.09004252,0.088057555
C198685841,C198685841,train,4,0.0,0.1020708,0.10315917
C612621432,C612621432,train,3,0.0,0.071567565,0.0648621
C1610982069,C1610982069,train,5,0.0,0.13653058,0.1464237
C610587435,C610587435,train,7,0.0,0.14777096,0.16053608
C1380281145,C1380281145,train,6,0.0,0.17585827,0.19579995
C944394148,C944394148,train,11,0.0,0.17891064,0.19963223
C764189038,C764189038,train,42,0.0,0.30317912,0.3556523
C722049583,C722049583,train,5,0.0,0.23254868,0.26697522
C1664689017,C1664689017,train,35,0.0,0.3252248,0.38333082
C681396896,C681396896,train,14,0.0,0.29027998,0.33945733
C1026843793,C1026843793,train,15,0.0,0.24749807,0.28574428
C1165147476,C1165147476,train,22,0.0,0.29494932,0.34531975
C1535353334,C1535353334,train,17,0.0,0.29076368,0.34006462
C1349204169,C1349204169,train,9,0.0,0.19542126,0.22036144
C1808792263,C1808792263,train,9,0.0,0.14942755,0.16261595
C727991381,C727991381,train,3,0.0,0.044507977,0.030888565
C1399012354,C1399012354,train,5,0.0,0.11043562,0.11366127
C583740694,C583740694,train,6,0.0,0.1904423,0.2141103
C1938763856,C1938763856,train,15,0.0,0.22142024,0.2530034
C109573827,C109573827,train,4,0.0,0.089765266,0.087709464
C2071681313,C2071681313,train,6,0.0,0.2149961,0.2449378
C1843802728,C1843802728,train,3,0.0,0.031395126,0.014425273
C61251815,C61251815,train,12,0.0,0.27520764,0.3205339
C1239947741,C1239947741,train,12,0.0,0.19124426,0.21511717
C1590548706,C1590548706,train,25,0.0,0.29697707,0.34786558
C1106159177,C1106159177,train,13,0.0,0.2273406,0.26043642
C1737837433,C1737837433,train,3,0.0,0.10216398,0.10327615
C749854997,C749854997,train,4,0.0,0.042006858,0.02774839
C1150338584,C1150338584,train,19,0.0,0.29355606,0.3435705
C1735943357,C1735943357,train,10,0.0,0.23315208,0.2677328
C251276494,C251276494,train,6,0.0,0.13967548,0.15037215
C520269020,C520269020,train,7,0.0,0.14588489,0.1581681
C2123857503,C2123857503,train,12,0.0,0.24965493,0.28845227
C1457494873,C1457494873,train,4,0.0,0.08403806,0.08051891
C885944408,C885944408,train,10,0.0,0.28688055,0.33518934
C1944619610,C1944619610,train,3,0.0,0.122162424,0.12838437
C1167916258,C1167916258,train,4,0.0,0.078976564,0.07416416
C127798784,C127798784,train,7,0.0,0.17119023,0.18993919
C1741385190,C1741385190,train,5,0.0,0.17711544,0.19737832
C1972445012,C1972445012,train,7,0.0,0.18757117,0.21050557
C1069183369,C1069183369,train,3,0.0,0.07756113,0.07238708
C1121636039,C1121636039,train,7,0.0,0.17579766,0.19572385
C1702597162,C1702597162,train,24,0.0,0.26385567,0.3062814
C1877919745,C1877919745,train,5,0.0,0.12794511,0.13564457
C1342751451,C1342751451,train,3,0.0,0.051377762,0.039513636
C313341328,C313341328,train,4,0.0,0.071598634,0.064901106
C2075093593,C2075093593,train,4,0.0,0.08776924,0.08520344
C1271761523,C1271761523,train,4,0.0,0.11200029,0.11562572
C292183242,C292183242,train,8,0.0,0.27424243,0.31932208
C1603876040,C1603876040,train,9,0.0,0.23366253,0.26837367
C131837293,C131837293,train,33,0.0,0.28390986,0.3314596
C1485256851,C1485256851,train,4,0.0,0.20066215,0.22694142
C1075774271,C1075774271,train,12,0.0,0.1770423,0.1972865
C124850342,C124850342,train,4,0.0,0.0775104,0.07232338
C25330963,C25330963,train,3,0.0,0.08357095,0.07993245
C1175915280,C1175915280,train,7,0.0,0.15944093,0.17518784
C624696541,C624696541,train,3,0.0,0.072513856,0.06605018
C1262393856,C1262393856,train,4,0.0,0.08823794,0.08579189
C1312655901,C1312655901,train,5,0.0,0.11590181,0.120524116
C1585139633,C1585139633,train,16,0.0,0.30383086,0.35647058
C1021847905,C1021847905,train,24,0.0,0.2810941,0.3279244
C1290558905,C1290558905,train,13,0.0,0.34892902,0.4130917
C1316344344,C1316344344,train,5,0.0,0.14741889,0.16009407
C1981923362,C1981923362,train,12,0.0,0.32121778,0.3783
C1580486979,C1580486979,train,4,0.0,0.12931192,0.13736062
C1057219299,C1057219299,train,20,0.0,0.290483,0.33971223
C1813207142,C1813207142,train,8,0.0,0.18509437,0.20739594
C2054853852,C2054853852,train,3,0.0,0.07685587,0.07150161
C1323854629,C1323854629,train,3,0.0,0.05937091,0.0495491
C1614317143,C1614317143,train,11,0.0,0.20549278,0.23300631
C570681763,C570681763,train,7,0.0,0.16547978,0.18276966
C342364483,C342364483,train,25,0.0,0.34965476,0.41400287
C1044203587,C1044203587,train,10,0.0,0.38011026,0.45224
C1767786324,C1767786324,train,8,0.0,0.15595527,0.17081156
C674652618,C674652618,train,16,0.0,0.35000113,0.41443774
C1502442450,C1502442450,train,8,0.0,0.10695095,0.109286234
C1129485836,C1129485836,train,11,0.0,0.15645133,0.17143437
C76821037,C76821037,train,6,0.0,0.17336015,0.19266354
C1497203593,C1497203593,train,3,0.0,0.05053667,0.03845764
C1897864632,C1897864632,train,4,0.0,0.11765397,0.12272397
C1583652529,C1583652529,train,13,0.0,0.35593387,0.42188635
C1824813070,C1824813070,train,41,0.0,0.28766394,0.33617288
C1724758059,C1724758059,train,13,0.0,0.19978929,0.22584553
C2012966410,C2012966410,train,5,0.0,0.11800822,0.12316872
C231646725,C231646725,train,3,0.0,0.05101491,0.039058074
C2036515212,C2036515212,train,6,0.0,0.17453852,0.19414298
C179570533,C179570533,train,3,0.0,0.029452357,0.011986111
C1023456037,C1023456037,train,23,0.0,0.28908432,0.33795616
C1425172713,C1425172713,train,13,0.0,0.31569785,0.3713697
C1616855952,C1616855952,train,8,0.0,0.2057243,0.23329699
C1535183159,C1535183159,train,9,0.0,0.24560213,0.28336394
C2111560219,C2111560219,train,4,0.0,0.08959221,0.08749219
C1042118355,C1042118355,train,12,0.0,0.16926837,0.18752627
C1057277856,C1057277856,train,17,0.0,0.33123985,0.3908828
C234256494,C234256494,train,12,0.0,0.26816592,0.31169295
C801556734,C801556734,train,11,0.0,0.297936,0.34906954
C1839215291,C1839215291,train,5,0.0,0.11042965,0.11365377
C282149632,C282149632,train,3,0.0,0.07840788,0.07345018
C866777266,C866777266,train,5,0.0,0.1502535,0.16365294
C762357422,C762357422,train,4,0.0,0.10534541,0.10727047
C352451421,C352451421,train,8,0.0,0.17384334,0.19327018
C894876663,C894876663,train,4,0.0,0.118136406,0.12332966
C952610115,C952610115,train,40,0.0,0.30004874,0.3517221
C303432682,C303432682,train,4,0.0,0.09749514,0.09741438
C455111558,C455111558,train,7,0.0,0.13169453,0.140352
C881885056,C881885056,train,14,0.0,0.47939327,0.57689065
C1642173298,C1642173298,train,3,0.0,0.13309084,0.14210507
C1596408719,C1596408719,train,7,0.0,0.22648624,0.25936377
C188774366,C188774366,train,7,0.0,0.119848125,0.12547874
C230036881,C230036881,train,20,0.0,0.31388453,0.36909303
C1655103469,C1655103469,train,9,0.0,0.28687763,0.33518568
C1730932213,C1730932213,train,6,0.0,0.12960605,0.1377299
C1394348734,C1394348734,train,12,0.0,0.3111267,0.36563057
C119822930,C119822930,train,11,0.0,0.45032194,0.5403913
C1617017604,C1617017604,train,15,0.0,0.23214391,0.26646703
C1135011279,C1135011279,train,6,0.0,0.13647422,0.14635295
C701427635,C701427635,train,22,0.0,0.3051266,0.3580974
C847606553,C847606553,train,40,0.0,0.34373742,0.4065736
C1829046887,C1829046887,train,3,0.0,0.09601201,0.0955523
C1145045113,C1145045113,train,4,0.0,0.10400079,0.10558228
C626136440,C626136440,train,6,0.0,0.16206531,0.17848277
C1738748249,C1738748249,train,3,0.0,0.0390155,0.023992717
C1181782639,C1181782639,train,10,0.0,0.23859212,0.2745628
C1243979854,C1243979854,train,6,0.0,0.1416594,0.15286297
C1649734183,C1649734183,train,3,0.0,0.07965114,0.0750111
C690973422,C690973422,train,3,0.0,0.07688419,0.07153717
C1602231304,C1602231304,train,8,0.0,0.26583657,0.30876842
C1148680200,C1148680200,train,8,0.0,0.1660723,0.18351357
C910119139,C910119139,train,43,0.0,0.34070882,0.40277117
C1196771778,C1196771778,train,6,0.0,0.1741294,0.19362932
C970591815,C970591815,train,35,0.0,0.33940056,0.40112862
C1527610897,C1527610897,train,3,0.0,0.05336367,0.042006962
C452353891,C452353891,train,10,0.0,0.29213634,0.34178802
C40641765,C40641765,train,38,0.0,0.29207274,0.34170818
C1073588750,C1073588750,train,6,0.0,0.11945119,0.12498038
C598055688,C598055688,train,14,0.0,0.24802758,0.2864091
C180140887,C180140887,train,9,0.0,0.32769775,0.38643566
C1947983423,C1947983423,train,14,0.0,0.22821058,0.2615287
C106941742,C106941742,train,17,0.0,0.25892144,0.30008644
C1062399115,C1062399115,train,12,0.0,0.25538462,0.29564592
C1377586611,C1377586611,train,3,0.0,0.034946006,0.018883431
C591183428,C591183428,train,44,0.0,0.29300687,0.34288096
C621863533,C621863533,train,8,0.0,0.30786836,0.3615397
C559440662,C559440662,train,4,0.0,0.06488334,0.056469996
C1421324190,C1421324190,train,4,0.0,0.13867454,0.14911546
C598113266,C598113266,train,3,0.0,0.09186102,0.0903407
C1886797842,C1886797842,train,6,0.0,0.1813514,0.2026966
C495516539,C495516539,train,15,0.0,0.21863143,0.249502
C1445220284,C1445220284,train,16,0.0,0.38473156,0.4580421
C301589924,C301589924,train,5,0.0,0.16577098,0.18313526
C1080391248,C1080391248,train,17,0.0,0.29868442,0.35000917
C961845967,C961845967,train,24,0.0,0.2709371,0.31517217
C169275136,C169275136,train,6,0.0,0.15881859,0.17440648
C1320482982,C1320482982,train,26,0.0,0.43636474,0.522868
C598052864,C598052864,train,13,0.0,0.19462673,0.2193639
C224804424,C224804424,train,13,0.0,0.23815097,0.27400893
C825284942,C825284942,train,4,0.0,0.095466435,0.09486733
C1441915887,C1441915887,train,6,0.0,0.2577726,0.29864404
C144250853,C144250853,train,14,0.0,0.22466907,0.2570823
C1515942776,C1515942776,train,22,0.0,0.26957294,0.3134595
C1629891704,C1629891704,train,11,0.0,0.21083008,0.23970734
C1595492058,C1595492058,train,19,0.0,0.27193472,0.31642473
C1195667457,C1195667457,train,29,0.0,0.29934862,0.3508431
C1714776529,C1714776529,train,14,0.0,0.5676262,0.6876678
C1717790826,C1717790826,train,6,0.0,0.1284489,0.1362771
C1936906569,C1936906569,train,29,0.0,0.31160408,0.36622992
C985147729,C985147729,train,23,0.0,0.3242231,0.38207322
C1060651807,C1060651807,train,13,0.0,0.22640379,0.25926027
C152727562,C152727562,train,9,0.0,0.09431101,0.093416676
C406867942,C406867942,train,3,0.0,0.08330057,0.07959298
C1322340556,C1322340556,train,23,0.0,0.2866338,0.33487952
C976129030,C976129030,train,5,0.0,0.24088602,0.2774428
C592442128,C592442128,train,4,0.0,0.10888484,0.11171425
C1377936767,C1377936767,train,14,0.0,0.24023983,0.2766315
C2073130069,C2073130069,train,3,0.0,0.08385024,0.080283105
C1056733358,C1056733358,train,7,0.0,0.19376889,0.21828687
C924711815,C924711815,train,14,0.0,0.20457561,0.2318548
C1274234564,C1274234564,train,22,0.0,0.30417255,0.35689956
C1082860798,C1082860798,train,18,0.0,0.2835795,0.33104482
C1956798957,C1956798957,train,3,0.0,0.08324714,0.0795259
C105043116,C105043116,train,14,0.0,0.25466964,0.29474825
C370725237,C370725237,train,10,0.0,0.19411974,0.21872737
C1888209050,C1888209050,train,4,0.0,0.1566124,0.17163658
C398300106,C398300106,train,3,0.0,0.053987227,0.042789843
C1324536440,C1324536440,train,6,0.0,0.07065328,0.06371421
C706283796,C706283796,train,5,0.0,0.15592927,0.17077892
C1834380882,C1834380882,train,14,0.0,0.31422707,0.3695231
